,study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score,placement_status
4497,5,42,7,3,6,40,63.06,Not Placed
4498,7,44,9,1,8,85,100.0,Placed
4499,8,42,5,6,16,72,99.44,Placed
4500,10,77,8,4,2,40,78.24,Placed
4501,1,52,9,1,15,45,57.29,Not Placed
4502,7,81,4,5,15,61,90.59,Placed
4503,5,58,9,4,1,88,93.63,Placed
4504,10,79,7,11,10,80,100.0,Placed
4505,1,89,9,10,15,93,100.0,Placed
4506,3,74,5,11,14,69,78.12,Placed
4507,7,63,7,10,0,95,89.68,Placed
4508,10,63,6,2,20,74,100.0,Placed
4509,1,56,4,7,16,38,57.73,Not Placed
4510,7,79,6,8,2,61,100.0,Placed
4511,5,49,9,4,18,50,100.0,Placed
4512,1,41,8,9,19,52,61.37,Not Placed
4513,1,83,9,3,6,41,56.65,Not Placed
4514,1,62,8,6,10,45,50.0,Not Placed
4515,11,45,6,11,17,42,98.97,Placed
4516,9,41,6,7,13,93,92.3,Placed
4517,11,60,8,7,15,86,100.0,Placed
4518,3,94,5,6,5,40,88.89,Placed
4519,5,95,4,9,1,90,67.18,Not Placed
4520,11,74,7,1,10,82,100.0,Placed
4521,10,88,6,9,10,39,78.58,Placed
4522,9,68,4,9,9,91,100.0,Placed
4523,6,46,7,4,3,40,76.93,Placed
4524,9,68,9,5,16,72,100.0,Placed
4525,8,92,7,3,9,94,100.0,Placed
4526,8,76,6,7,8,95,100.0,Placed
4527,1,62,5,2,12,36,63.04,Not Placed
4528,9,72,5,8,10,65,100.0,Placed
4529,6,47,4,9,9,73,76.13,Placed
4530,9,51,9,6,4,66,100.0,Placed
4531,3,85,4,9,2,43,48.02,Not Placed
4532,3,87,8,6,3,49,67.81,Not Placed
4533,6,49,5,3,2,55,49.46,Not Placed
4534,9,54,4,10,9,80,100.0,Placed
4535,7,92,8,3,12,87,100.0,Placed
4536,3,63,9,2,4,62,88.43,Placed
4537,3,65,7,5,12,79,93.37,Placed
4538,2,86,4,4,0,61,61.34,Not Placed
4539,9,81,8,6,10,39,90.8,Placed
4540,3,92,5,5,2,51,62.38,Not Placed
4541,11,99,7,6,16,71,100.0,Placed
4542,5,78,4,4,18,92,100.0,Placed
4543,9,97,5,3,12,58,91.45,Placed
4544,8,42,7,1,15,65,100.0,Placed
4545,2,41,6,5,17,69,85.94,Placed
4546,3,45,5,6,19,75,83.32,Placed
4547,2,60,6,5,18,75,88.56,Placed
4548,8,48,9,5,5,88,100.0,Placed
4549,6,49,4,6,6,38,49.88,Not Placed
4550,6,75,8,4,14,54,84.12,Placed
4551,9,98,4,4,4,77,100.0,Placed
4552,8,42,5,11,15,51,81.02,Placed
4553,4,80,6,8,5,80,77.64,Placed
4554,4,63,6,11,2,44,60.34,Not Placed
4555,9,61,7,8,11,71,99.65,Placed
4556,1,88,4,3,3,55,65.72,Not Placed
4557,2,53,4,7,2,55,66.25,Not Placed
4558,2,81,5,5,15,94,100.0,Placed
4559,6,84,6,5,15,83,100.0,Placed
4560,4,83,5,3,18,50,70.48,Placed
4561,11,66,5,2,14,67,100.0,Placed
4562,10,72,9,3,8,44,100.0,Placed
4563,3,99,6,7,19,78,100.0,Placed
4564,3,61,5,3,1,52,52.34,Not Placed
4565,3,68,6,11,5,67,61.4,Not Placed
4566,6,58,5,2,13,63,100.0,Placed
4567,8,58,8,4,8,65,93.28,Placed
4568,11,45,5,5,9,58,88.68,Placed
4569,7,84,5,7,17,94,100.0,Placed
4570,4,58,8,1,14,46,88.18,Placed
4571,11,52,4,8,3,54,81.88,Placed
4572,4,98,6,10,4,40,51.29,Not Placed
4573,11,65,7,3,20,42,100.0,Placed
4574,10,61,8,11,5,48,100.0,Placed
4575,11,60,4,6,14,39,100.0,Placed
4576,11,75,5,4,19,88,100.0,Placed
4577,11,95,9,5,1,70,99.8,Placed
4578,2,41,4,10,15,88,80.65,Placed
4579,1,86,8,6,4,82,92.45,Placed
4580,9,83,9,2,3,72,100.0,Placed
4581,2,69,5,3,0,37,37.84,Not Placed
4582,8,66,4,8,7,70,95.1,Placed
4583,9,46,7,8,20,56,100.0,Placed
4584,4,59,6,1,9,42,67.8,Not Placed
4585,8,89,6,10,14,95,100.0,Placed
4586,9,70,8,8,1,48,88.61,Placed
4587,10,62,5,11,18,41,78.87,Placed
4588,10,52,5,2,11,38,89.02,Placed
4589,5,56,6,10,9,53,68.14,Not Placed
4590,7,43,4,10,11,77,83.63,Placed
4591,10,96,5,8,20,81,100.0,Placed
4592,4,53,7,10,19,58,93.49,Placed
4593,1,59,7,5,8,50,69.94,Not Placed
4594,3,99,5,1,7,40,93.16,Placed
4595,5,52,5,8,1,78,72.09,Placed
4596,3,42,6,5,20,42,92.16,Placed
4597,11,65,8,1,6,59,100.0,Placed
4598,7,65,6,4,3,66,97.87,Placed
4599,9,57,8,1,18,59,100.0,Placed
4600,6,71,7,9,7,44,73.22,Placed
4601,10,53,8,10,12,77,100.0,Placed
4602,1,86,6,2,20,75,78.4,Placed
4603,7,42,5,8,2,92,91.85,Placed
4604,3,40,8,4,4,51,71.85,Placed
4605,5,65,6,9,19,94,100.0,Placed
4606,10,63,7,2,7,80,100.0,Placed
4607,4,88,9,3,1,37,83.79,Placed
4608,10,74,8,2,9,43,100.0,Placed
4609,5,53,7,10,15,86,99.1,Placed
4610,5,42,7,5,3,92,81.76,Placed
4611,6,52,4,11,13,94,90.51,Placed
4612,10,86,9,1,2,52,99.61,Placed
4613,10,89,8,3,9,83,100.0,Placed
4614,11,53,6,1,12,64,100.0,Placed
4615,6,60,8,10,4,39,66.88,Not Placed
4616,8,65,8,8,16,86,100.0,Placed
4617,8,42,9,4,16,66,98.76,Placed
4618,11,90,7,3,10,87,100.0,Placed
4619,9,79,7,8,18,61,100.0,Placed
4620,8,43,7,9,17,55,100.0,Placed
4621,11,75,7,8,16,58,96.74,Placed
4622,2,90,9,6,10,72,90.08,Placed
4623,10,82,6,3,14,37,99.56,Placed
4624,11,40,5,8,7,50,86.44,Placed
4625,1,79,4,5,11,49,59.58,Not Placed
4626,10,86,7,5,16,59,100.0,Placed
4627,2,72,7,9,4,42,40.16,Not Placed
4628,2,46,4,1,3,75,67.21,Not Placed
4629,3,92,7,7,10,38,76.02,Placed
4630,10,91,5,8,7,66,100.0,Placed
4631,7,91,8,11,15,79,100.0,Placed
4632,2,95,4,10,15,90,76.9,Placed
4633,1,50,6,3,2,93,56.69,Not Placed
4634,6,66,4,8,11,69,100.0,Placed
4635,9,100,5,1,12,87,100.0,Placed
4636,3,53,9,8,0,64,42.65,Not Placed
4637,6,61,6,7,3,73,77.8,Placed
4638,3,55,8,4,20,82,100.0,Placed
4639,1,85,7,11,5,83,91.83,Placed
4640,5,51,4,7,4,64,82.08,Placed
4641,10,88,6,10,4,51,88.24,Placed
4642,11,85,4,11,20,53,100.0,Placed
4643,4,49,8,7,9,86,68.04,Not Placed
4644,7,63,4,10,18,65,96.93,Placed
4645,6,100,6,1,17,51,100.0,Placed
4646,10,85,5,3,1,90,100.0,Placed
4647,7,57,9,7,15,36,69.59,Not Placed
4648,5,61,6,11,14,93,86.06,Placed
4649,4,48,4,5,4,71,64.55,Not Placed
4650,7,56,8,9,20,82,100.0,Placed
4651,7,77,7,7,8,63,89.89,Placed
4652,6,79,7,3,4,64,100.0,Placed
4653,8,97,8,1,4,88,100.0,Placed
4654,4,52,4,5,8,77,71.48,Placed
4655,10,89,9,10,8,56,96.19,Placed
4656,5,76,8,5,1,72,81.05,Placed
4657,4,45,4,7,6,45,60.84,Not Placed
4658,1,60,6,1,0,67,61.42,Not Placed
4659,8,90,9,10,19,53,100.0,Placed
4660,1,75,5,2,1,37,62.62,Not Placed
4661,5,46,4,11,11,74,88.51,Placed
4662,6,75,7,6,5,56,76.2,Placed
4663,6,64,7,8,19,52,100.0,Placed
4664,5,50,9,4,18,79,95.75,Placed
4665,3,83,5,3,15,64,91.79,Placed
4666,5,53,4,3,3,35,59.2,Not Placed
4667,8,84,5,3,17,54,99.46,Placed
4668,2,68,6,2,4,83,79.19,Placed
4669,6,49,5,1,17,39,87.39,Placed
4670,9,89,6,5,5,46,98.8,Placed
4671,8,87,7,10,13,45,97.59,Placed
4672,11,44,6,5,19,58,100.0,Placed
4673,8,47,4,5,16,92,100.0,Placed
4674,8,85,9,4,17,52,100.0,Placed
4675,7,44,9,3,20,42,99.39,Placed
4676,8,97,4,3,9,63,96.03,Placed
4677,6,99,4,2,18,90,100.0,Placed
4678,2,63,4,5,17,56,86.35,Placed
4679,2,79,8,4,3,90,86.7,Placed
4680,8,96,6,6,19,79,100.0,Placed
4681,11,65,4,2,14,36,100.0,Placed
4682,1,45,9,2,5,57,64.94,Not Placed
4683,6,55,5,8,5,50,60.92,Not Placed
4684,6,99,5,6,2,78,84.07,Placed
4685,11,75,8,3,8,42,100.0,Placed
4686,4,51,6,5,10,38,56.73,Not Placed
4687,11,50,6,3,4,48,85.57,Placed
4688,11,42,6,11,13,43,89.83,Placed
4689,10,83,9,2,1,45,84.9,Placed
4690,3,76,9,3,18,82,100.0,Placed
4691,11,45,8,1,7,72,100.0,Placed
4692,3,58,6,7,12,78,86.49,Placed
4693,1,57,6,6,18,85,83.01,Placed
4694,3,55,4,5,4,50,68.24,Not Placed
4695,4,62,6,6,14,47,83.29,Placed
4696,11,82,9,8,3,70,100.0,Placed
4697,11,76,4,3,3,78,100.0,Placed
4698,5,48,4,3,17,70,87.53,Placed
4699,3,42,6,5,18,51,69.14,Not Placed
4700,6,47,5,5,19,48,79.75,Placed
4701,11,77,7,11,8,63,100.0,Placed
4702,5,43,9,1,14,92,80.27,Placed
4703,3,51,5,4,11,51,58.69,Not Placed
4704,6,83,6,9,3,35,61.65,Not Placed
4705,6,70,6,8,2,54,65.8,Not Placed
4706,8,64,5,3,4,67,96.37,Placed
4707,2,92,6,5,16,88,86.46,Placed
4708,1,55,9,5,4,36,35.96,Not Placed
4709,4,81,4,7,3,51,48.05,Not Placed
4710,7,93,8,8,20,57,100.0,Placed
4711,11,53,6,9,6,56,86.68,Placed
4712,10,52,6,7,6,35,76.03,Placed
4713,3,80,5,2,6,46,88.44,Placed
4714,3,46,4,8,16,47,71.38,Placed
4715,5,51,5,8,14,48,68.61,Not Placed
4716,5,76,9,11,6,44,60.33,Not Placed
4717,10,89,5,2,14,46,100.0,Placed
4718,3,43,6,6,19,91,96.98,Placed
4719,9,41,4,10,3,56,66.85,Not Placed
4720,4,74,9,1,1,52,79.27,Placed
4721,3,97,6,11,12,73,82.93,Placed
4722,11,83,9,7,11,53,100.0,Placed
4723,2,42,6,10,9,64,42.75,Not Placed
4724,10,43,6,2,18,49,100.0,Placed
4725,11,77,6,5,14,73,100.0,Placed
4726,9,51,8,7,16,48,100.0,Placed
4727,4,58,7,10,20,43,73.04,Placed
4728,3,49,4,11,5,39,38.61,Not Placed
4729,7,40,8,9,4,67,72.5,Placed
4730,8,56,7,1,20,82,100.0,Placed
4731,11,55,9,9,12,39,97.48,Placed
4732,2,48,7,11,13,58,55.75,Not Placed
4733,7,96,7,5,13,42,100.0,Placed
4734,5,92,8,6,14,53,100.0,Placed
4735,11,48,4,8,15,86,100.0,Placed
4736,5,98,5,11,9,46,91.13,Placed
4737,3,94,7,2,0,42,53.14,Not Placed
4738,5,48,5,7,10,42,60.17,Not Placed
4739,2,51,5,4,6,89,86.05,Placed
4740,4,94,6,9,16,72,100.0,Placed
4741,6,80,5,6,3,54,69.72,Not Placed
4742,1,54,9,7,6,92,83.96,Placed
4743,10,41,9,11,2,63,74.94,Placed
4744,4,50,6,6,19,75,94.95,Placed
4745,6,50,4,11,13,68,89.86,Placed
4746,9,47,4,8,17,52,98.45,Placed
4747,11,94,9,6,17,35,100.0,Placed
4748,11,71,6,7,0,45,81.25,Placed
4749,2,45,4,8,5,81,66.74,Not Placed
4750,11,92,7,1,8,78,100.0,Placed
4751,7,59,4,10,1,69,68.61,Not Placed
4752,6,78,6,4,7,85,89.76,Placed
4753,2,74,9,6,19,86,100.0,Placed
4754,8,47,7,1,3,66,84.75,Placed
4755,7,89,5,4,20,85,100.0,Placed
4756,11,88,5,6,9,76,100.0,Placed
4757,5,82,5,7,0,50,67.46,Not Placed
4758,5,73,9,6,10,40,97.18,Placed
4759,7,96,6,11,8,43,88.16,Placed
4760,9,92,5,4,18,74,100.0,Placed
4761,11,98,4,7,10,56,100.0,Placed
4762,9,95,5,10,3,82,100.0,Placed
4763,9,58,8,2,4,42,85.99,Placed
4764,6,46,9,6,20,90,100.0,Placed
4765,10,70,8,5,16,66,100.0,Placed
4766,6,57,5,2,17,60,100.0,Placed
4767,3,79,5,9,4,88,82.07,Placed
4768,1,53,8,7,17,52,100.0,Placed
4769,7,78,9,3,16,71,100.0,Placed
4770,4,99,9,7,2,86,76.85,Placed
4771,1,92,5,11,10,46,57.71,Not Placed
4772,8,99,9,11,16,72,100.0,Placed
4773,6,98,7,6,7,68,100.0,Placed
4774,6,75,9,7,7,38,79.28,Placed
4775,2,56,8,4,1,50,64.82,Not Placed
4776,1,76,6,10,6,95,66.13,Not Placed
4777,2,83,8,8,20,58,98.28,Placed
4778,4,48,4,8,19,48,61.96,Not Placed
4779,2,97,7,7,20,51,93.05,Placed
4780,1,59,6,7,5,85,58.69,Not Placed
4781,7,84,5,10,19,65,100.0,Placed
4782,11,96,4,8,17,38,91.39,Placed
4783,11,67,4,1,6,84,100.0,Placed
4784,8,89,7,6,17,78,100.0,Placed
4785,6,59,6,2,11,68,93.89,Placed
4786,4,80,4,1,6,72,88.77,Placed
4787,6,75,6,10,6,72,76.99,Placed
4788,3,92,6,7,0,37,53.07,Not Placed
4789,8,66,9,6,9,42,75.23,Placed
4790,10,47,4,5,9,46,84.76,Placed
4791,2,71,6,5,11,69,94.82,Placed
4792,5,40,7,9,2,36,55.33,Not Placed
4793,1,56,4,9,2,87,40.76,Not Placed
4794,6,96,7,6,12,63,100.0,Placed
4795,2,48,7,3,12,57,86.41,Placed
4796,4,59,6,7,5,67,61.49,Not Placed
4797,6,84,6,4,2,84,90.84,Placed
4798,10,71,9,5,14,52,100.0,Placed
4799,11,41,9,7,8,74,100.0,Placed
4800,8,71,4,7,20,92,100.0,Placed
4801,8,84,9,10,5,56,99.42,Placed
4802,11,48,5,8,5,48,84.23,Placed
4803,6,69,4,1,7,63,99.53,Placed
4804,4,59,7,5,10,79,69.07,Not Placed
4805,8,77,9,9,18,49,97.41,Placed
4806,8,99,9,7,15,49,100.0,Placed
4807,10,40,9,11,8,79,95.63,Placed
4808,1,99,6,2,10,38,79.06,Placed
4809,4,96,7,1,15,70,100.0,Placed
4810,4,44,9,8,5,39,70.15,Placed
4811,7,74,8,9,16,37,98.33,Placed
4812,11,75,8,10,15,46,100.0,Placed
4813,7,40,7,5,19,54,97.86,Placed
4814,11,53,9,11,20,78,100.0,Placed
4815,8,48,5,6,17,54,100.0,Placed
4816,11,69,5,2,0,73,100.0,Placed
4817,5,63,4,11,17,73,80.31,Placed
4818,7,43,4,5,7,35,76.14,Placed
4819,8,89,9,4,9,78,100.0,Placed
4820,9,53,4,8,1,37,67.47,Not Placed
4821,3,64,6,8,8,81,82.36,Placed
4822,3,43,5,5,3,43,58.71,Not Placed
4823,4,64,7,11,10,88,88.1,Placed
4824,5,49,9,8,9,88,89.16,Placed
4825,10,74,9,6,13,54,100.0,Placed
4826,1,94,8,10,6,92,81.6,Placed
4827,7,46,5,6,18,43,100.0,Placed
4828,9,81,5,4,5,65,93.38,Placed
4829,8,52,5,10,15,80,91.64,Placed
4830,5,43,4,11,18,62,89.2,Placed
4831,4,89,6,3,18,69,100.0,Placed
4832,7,82,7,9,12,74,84.0,Placed
4833,5,96,4,5,11,95,100.0,Placed
4834,7,75,6,10,14,72,100.0,Placed
4835,1,95,5,10,7,78,65.24,Not Placed
4836,1,53,6,4,3,36,37.81,Not Placed
4837,10,57,4,6,19,37,100.0,Placed
4838,3,47,5,4,7,48,49.59,Not Placed
4839,11,71,4,6,20,51,100.0,Placed
4840,2,66,7,10,15,69,90.25,Placed
4841,2,81,5,8,15,38,83.41,Placed
4842,7,76,6,8,1,81,80.59,Placed
4843,10,62,4,6,16,64,100.0,Placed
4844,2,46,8,1,4,88,83.67,Placed
4845,11,51,6,1,4,92,100.0,Placed
4846,4,64,6,3,11,73,85.08,Placed
4847,2,42,5,2,6,85,64.22,Not Placed
4848,6,65,9,1,4,48,64.97,Not Placed
4849,8,43,6,1,3,82,100.0,Placed
4850,10,81,4,6,16,61,100.0,Placed
4851,4,75,8,7,5,47,78.9,Placed
4852,5,54,7,8,13,89,96.69,Placed
4853,4,71,8,3,8,95,84.58,Placed
4854,3,68,4,1,3,54,68.76,Not Placed
4855,5,49,5,5,10,83,96.46,Placed
4856,9,60,4,8,19,83,100.0,Placed
4857,8,93,9,11,20,58,100.0,Placed
4858,8,55,9,11,15,44,93.9,Placed
4859,8,86,9,4,15,41,86.22,Placed
4860,8,58,6,2,15,86,100.0,Placed
4861,7,68,5,9,5,51,76.21,Placed
4862,8,91,9,9,14,56,100.0,Placed
4863,11,90,7,3,2,93,100.0,Placed
4864,8,57,7,7,8,78,100.0,Placed
4865,8,97,4,1,0,45,72.13,Placed
4866,10,83,9,8,10,76,100.0,Placed
4867,7,96,6,8,5,57,94.72,Placed
4868,1,55,7,3,4,88,60.45,Not Placed
4869,4,40,8,5,17,94,100.0,Placed
4870,4,87,5,4,20,56,100.0,Placed
4871,5,41,8,7,11,74,100.0,Placed
4872,10,95,7,11,6,81,100.0,Placed
4873,6,54,7,7,1,88,78.63,Placed
4874,4,78,4,11,6,52,63.36,Not Placed
4875,2,67,4,8,8,89,65.63,Not Placed
4876,6,40,9,5,19,79,100.0,Placed
4877,8,44,5,11,7,60,54.75,Not Placed
4878,8,81,9,5,8,82,100.0,Placed
4879,7,61,4,8,9,64,90.79,Placed
4880,6,92,6,5,11,47,99.07,Placed
4881,2,75,5,1,1,38,64.68,Not Placed
4882,7,85,6,11,9,77,86.01,Placed
4883,11,52,9,3,2,61,88.56,Placed
4884,5,40,4,2,0,85,77.56,Placed
4885,6,55,5,10,16,74,82.55,Placed
4886,10,94,9,5,0,44,86.09,Placed
4887,8,80,7,8,4,78,99.74,Placed
4888,8,61,9,9,13,62,100.0,Placed
4889,3,71,8,9,5,55,91.89,Placed
4890,7,55,7,1,8,86,100.0,Placed
4891,1,90,6,1,13,45,81.03,Placed
4892,1,54,7,1,3,54,53.52,Not Placed
4893,7,97,9,1,0,87,100.0,Placed
4894,10,85,7,9,5,94,100.0,Placed
4895,9,91,8,1,6,70,100.0,Placed
4896,7,81,9,7,20,53,100.0,Placed
4897,10,92,8,6,5,86,100.0,Placed
4898,5,51,7,9,0,44,55.3,Not Placed
4899,8,99,8,11,7,49,100.0,Placed
4900,2,40,7,9,11,79,77.72,Placed
4901,9,92,5,4,10,79,100.0,Placed
4902,6,56,7,9,1,87,79.73,Placed
4903,9,80,4,6,1,94,85.96,Placed
4904,2,94,8,5,1,52,50.44,Not Placed
4905,3,90,8,9,7,41,78.55,Placed
4906,8,96,6,7,20,64,100.0,Placed
4907,1,89,6,9,6,48,64.15,Not Placed
4908,10,67,4,5,15,71,100.0,Placed
4909,7,46,8,4,8,75,97.19,Placed
4910,7,48,8,10,15,64,100.0,Placed
4911,1,61,6,3,1,88,66.66,Not Placed
4912,9,65,6,5,2,61,63.91,Not Placed
4913,8,92,7,9,1,83,100.0,Placed
4914,4,51,9,3,18,91,99.4,Placed
4915,10,46,8,1,16,71,100.0,Placed
4916,11,85,8,2,19,82,100.0,Placed
4917,5,86,7,10,20,75,100.0,Placed
4918,2,54,8,5,11,51,87.8,Placed
4919,9,77,4,3,10,64,100.0,Placed
4920,6,60,6,6,19,52,100.0,Placed
4921,3,53,6,11,18,37,66.75,Not Placed
4922,7,41,9,8,5,62,78.15,Placed
4923,9,47,6,6,9,71,93.78,Placed
4924,3,84,5,10,13,64,87.94,Placed
4925,2,94,4,9,0,88,68.9,Not Placed
4926,7,45,4,6,14,55,92.22,Placed
4927,7,76,7,5,5,83,97.73,Placed
4928,4,76,5,4,12,54,93.75,Placed
4929,11,96,8,2,13,56,100.0,Placed
4930,9,72,9,6,12,70,100.0,Placed
4931,8,80,4,2,15,70,100.0,Placed
4932,1,45,5,5,0,55,53.84,Not Placed
4933,1,91,5,1,13,58,100.0,Placed
4934,5,65,4,3,12,55,76.88,Placed
4935,6,78,7,10,9,41,88.12,Placed
4936,3,80,5,5,9,42,77.17,Placed
4937,9,76,6,7,3,56,98.56,Placed
4938,10,53,5,8,13,56,93.54,Placed
4939,6,76,8,7,11,64,97.53,Placed
4940,4,47,4,7,5,68,59.7,Not Placed
4941,7,78,8,11,14,63,100.0,Placed
4942,8,52,7,2,4,95,94.56,Placed
4943,9,52,9,6,9,44,100.0,Placed
4944,11,79,6,5,8,39,100.0,Placed
4945,6,82,4,11,9,83,100.0,Placed
4946,6,67,5,9,11,91,89.6,Placed
4947,8,97,6,10,3,73,96.81,Placed
4948,5,57,5,11,3,68,66.63,Not Placed
4949,3,96,7,4,12,72,100.0,Placed
4950,3,58,9,7,13,44,83.68,Placed
4951,6,77,4,11,11,43,62.3,Not Placed
4952,2,71,7,8,12,94,100.0,Placed
4953,6,61,7,6,19,66,100.0,Placed
4954,6,41,9,3,12,39,69.34,Not Placed
4955,8,99,7,11,1,69,100.0,Placed
4956,7,52,7,5,20,45,86.97,Placed
4957,8,62,5,1,18,76,100.0,Placed
4958,9,64,8,8,8,50,90.64,Placed
4959,6,67,5,11,9,61,77.0,Placed
4960,3,97,9,2,16,54,98.87,Placed
4961,10,50,6,10,9,85,100.0,Placed
4962,3,72,9,7,19,35,76.84,Placed
4963,11,63,9,9,12,60,100.0,Placed
4964,1,41,9,1,19,45,84.95,Placed
4965,11,69,9,4,0,95,100.0,Placed
4966,5,56,7,7,1,49,72.28,Placed
4967,4,79,9,9,16,73,95.02,Placed
4968,9,73,6,2,12,74,100.0,Placed
4969,9,77,9,2,16,82,100.0,Placed
4970,5,61,5,6,12,52,74.32,Placed
4971,10,44,7,3,16,58,100.0,Placed
4972,4,87,5,4,18,62,81.53,Placed
4973,7,79,7,3,13,59,100.0,Placed
4974,6,90,5,1,19,57,100.0,Placed
4975,4,55,4,6,9,45,67.77,Not Placed
4976,10,52,8,11,1,67,92.47,Placed
4977,2,65,8,11,13,50,67.54,Not Placed
4978,1,70,7,2,16,70,93.58,Placed
4979,4,91,4,2,4,57,86.65,Placed
4980,4,78,6,7,17,40,95.48,Placed
4981,1,87,4,5,2,77,71.68,Placed
4982,6,62,7,8,15,58,97.59,Placed
4983,4,87,4,2,18,72,93.65,Placed
4984,1,100,6,10,17,76,97.99,Placed
4985,1,51,7,8,19,40,58.28,Not Placed
4986,1,53,8,7,4,44,54.32,Not Placed
4987,8,95,9,10,7,56,100.0,Placed
4988,10,57,4,8,5,57,90.11,Placed
4989,8,66,8,11,14,39,64.88,Not Placed
4990,2,67,8,3,2,62,76.35,Placed
4991,11,57,5,8,8,93,100.0,Placed
4992,7,55,6,6,10,43,65.66,Not Placed
4993,8,91,9,2,19,73,100.0,Placed
4994,8,55,4,6,13,83,100.0,Placed
4995,11,52,8,5,8,93,100.0,Placed
4996,10,97,8,3,9,78,100.0,Placed
4997,11,68,6,1,14,62,100.0,Placed
4998,7,48,9,7,17,59,91.31,Placed
4999,5,65,9,2,20,77,100.0,Placed
5000,1,67,8,1,18,72,86.95,Placed
5001,9,80,8,1,6,61,89.51,Placed
5002,7,52,8,7,18,58,95.91,Placed
5003,2,100,8,1,4,91,100.0,Placed
5004,6,75,5,9,20,77,100.0,Placed
5005,2,48,5,6,17,77,83.21,Placed
5006,1,86,9,4,0,80,72.11,Placed
5007,7,53,7,4,11,50,88.87,Placed
5008,2,90,4,5,5,36,64.3,Not Placed
5009,2,51,6,2,12,36,73.79,Placed
5010,11,92,7,5,16,39,100.0,Placed
5011,5,97,5,2,8,80,89.84,Placed
5012,5,96,5,4,20,55,100.0,Placed
5013,7,71,5,10,0,94,89.27,Placed
5014,1,77,7,11,11,44,55.36,Not Placed
5015,8,42,5,5,0,76,72.83,Placed
5016,3,97,7,6,3,52,80.2,Placed
5017,4,96,5,6,6,60,88.51,Placed
5018,9,93,8,9,19,54,100.0,Placed
5019,4,91,8,4,4,75,76.97,Placed
5020,10,55,4,5,19,70,100.0,Placed
5021,5,59,5,6,4,83,86.39,Placed
5022,7,71,4,4,6,55,75.06,Placed
5023,4,95,7,6,16,36,84.34,Placed
5024,1,62,4,2,11,80,64.37,Not Placed
5025,9,56,5,7,14,88,100.0,Placed
5026,4,55,7,3,2,67,70.35,Placed
5027,9,77,7,10,16,57,100.0,Placed
5028,6,47,8,4,13,73,100.0,Placed
5029,1,58,7,9,14,65,52.14,Not Placed
5030,3,69,7,5,14,38,80.43,Placed
5031,11,96,4,9,14,75,100.0,Placed
5032,2,97,9,10,18,37,97.22,Placed
5033,9,73,7,10,10,71,95.07,Placed
5034,1,53,6,10,17,87,85.7,Placed
5035,9,61,9,10,20,90,100.0,Placed
5036,9,83,8,6,9,44,92.25,Placed
5037,8,56,8,8,20,76,100.0,Placed
5038,8,99,7,5,8,66,100.0,Placed
5039,11,98,4,5,2,70,100.0,Placed
5040,1,54,9,3,0,83,59.13,Not Placed
5041,11,89,8,7,20,61,100.0,Placed
5042,8,87,8,2,10,87,100.0,Placed
5043,10,71,6,11,15,83,100.0,Placed
5044,3,52,7,3,2,53,62.04,Not Placed
5045,11,60,9,2,20,72,100.0,Placed
5046,7,88,8,8,8,35,100.0,Placed
5047,11,79,8,4,10,60,100.0,Placed
5048,1,72,8,10,16,80,94.65,Placed
5049,1,100,8,8,0,47,79.4,Placed
5050,10,96,4,8,8,69,99.12,Placed
5051,5,97,5,8,2,89,83.13,Placed
5052,5,66,6,8,9,36,62.21,Not Placed
5053,8,74,4,8,4,56,93.41,Placed
5054,7,55,6,9,10,73,91.2,Placed
5055,8,67,8,2,4,62,81.71,Placed
5056,6,73,6,9,11,78,84.0,Placed
5057,6,86,7,8,13,36,94.73,Placed
5058,2,40,7,11,11,45,47.95,Not Placed
5059,6,80,5,10,18,82,88.15,Placed
5060,5,87,5,1,8,93,100.0,Placed
5061,3,70,6,5,6,71,80.09,Placed
5062,6,75,4,11,15,60,80.21,Placed
5063,8,83,4,2,6,62,92.8,Placed
5064,9,72,8,10,13,60,100.0,Placed
5065,1,72,4,5,7,51,56.56,Not Placed
5066,3,78,5,8,20,37,94.25,Placed
5067,3,57,4,9,17,48,78.39,Placed
5068,11,62,8,9,2,50,96.63,Placed
5069,8,99,7,1,1,83,100.0,Placed
5070,1,62,4,7,4,94,58.18,Not Placed
5071,5,54,4,11,7,85,89.91,Placed
5072,3,65,5,8,18,70,86.75,Placed
5073,2,69,6,10,8,62,55.94,Not Placed
5074,8,64,7,3,1,62,100.0,Placed
5075,3,84,6,6,14,87,100.0,Placed
5076,7,55,8,11,7,86,80.82,Placed
5077,11,78,8,3,9,86,100.0,Placed
5078,1,87,6,9,6,59,73.55,Placed
5079,6,84,5,3,18,91,100.0,Placed
5080,3,53,9,2,0,43,51.76,Not Placed
5081,8,56,5,9,1,45,64.9,Not Placed
5082,6,51,9,11,2,71,82.32,Placed
5083,2,68,9,8,13,77,95.06,Placed
5084,6,71,5,8,14,79,92.21,Placed
5085,7,95,9,2,20,55,100.0,Placed
5086,5,63,9,6,13,36,68.37,Not Placed
5087,3,91,9,5,7,88,91.0,Placed
5088,4,52,7,2,17,68,94.7,Placed
5089,4,95,8,5,16,76,100.0,Placed
5090,6,59,9,4,6,47,77.55,Placed
5091,10,54,8,9,19,39,100.0,Placed
5092,1,95,8,1,0,45,63.9,Not Placed
